caption_index,category,funniness_score,contest_id,caption,cleaned_caption,topic,topic_probability
386,"Business, Management and Finance",27.668202764976964,0,wife left banker banker,wife left,108,1.0
496,"Business, Management and Finance",27.57603686635945,0,ah one shaped like midlevel executive,ah one shaped like midlevel,115,1.0
594,"Business, Management and Finance",26.930875576036872,0,community service hedge fund managers,community service hedge fund managers,-1,0.0
607,"Business, Management and Finance",26.930875576036872,0,bob recalls conversation broker year earlier commodities bob commodities oil possibly go lower let us get ground floor still,bob recalls conversation year earlier commodities bob commodities oil possibly go lower let us get ground floor still,-1,0.0
878,"Business, Management and Finance",26.433179723502302,0,typical bankers banksy,typical bankers banksy,16,1.0
930,"Business, Management and Finance",25.990783410138253,0,cutthroat attitude ceo thought good idea motivate employees step peers,cutthroat attitude thought good idea motivate employees step peers,-1,0.0
968,"Business, Management and Finance",25.65898617511521,0,banker rest street art circa 2008,rest street art circa 2008,16,0.06640966396741976
975,"Business, Management and Finance",25.65898617511521,0,leaving executive team baffled walkonmanagement day turned raving success,leaving team baffled walkonmanagement day turned raving success,11,0.5634426420111686
1039,"Business, Management and Finance",25.65898617511521,0,step crack break brokers back,step crack break brokers back,129,1.0
1074,"Business, Management and Finance",25.493087557603687,0,entrepreneurial experiment new york hall fame,entrepreneurial experiment new york hall fame,109,1.0
1200,"Business, Management and Finance",25.493087557603687,0,ceos matter,ceos matter,6,1.0
1344,"Business, Management and Finance",25.493087557603687,0,step banker break mothers credit score,step break mothers credit score,-1,0.0
1448,"Business, Management and Finance",25.493087557603687,0,lower approval ratings cowhide chic rug made banker,lower approval ratings cowhide chic rug made,-1,0.0
1627,"Business, Management and Finance",25.493087557603687,0,intraining hollywood personal assistant,intraining hollywood personal,-1,0.0
1790,"Business, Management and Finance",25.493087557603687,0,wall street executive masochist,wall street masochist,16,0.0769315578270812
1841,"Business, Management and Finance",25.493087557603687,0,sidewalk supervisor position certainly keeps life perspective,sidewalk position certainly keeps life perspective,83,0.8423276437729834
1946,"Business, Management and Finance",25.06912442396314,0,ceo wants preposition big fail,wants preposition big fail,-1,0.0
2096,"Business, Management and Finance",24.258064516129032,0,office managers walk anyway,office managers walk anyway,11,0.5402752147545711
2412,"Business, Management and Finance",23.852534562211986,0,long ago wall street banker commanded lot respect,long ago wall street commanded lot respect,16,0.0697723130440741
2793,"Business, Management and Finance",23.852534562211986,0,new myofascial release technique busy executive,new myofascial release technique busy,-1,0.0
3181,"Business, Management and Finance",23.852534562211986,0,ceo insisted play truth dare todays board meeting,insisted play truth dare todays board meeting,73,0.7745158085284329
3204,"Business, Management and Finance",23.852534562211986,0,hmmm wonder supervisor walking work today,hmmm wonder walking work today,-1,0.0
