caption_index,category,funniness_score,contest_id,caption,cleaned_caption,topic,topic_probability
4233,Science and Engineering,29.19815668202765,1,grandfather archaeologist taught shovel snow,grandfather taught shovel snow,0,0.34035956755072677
7117,Science and Engineering,24.682027649769584,1,pains admit economists preach free trade makes everyone better actually something,pains admit economists preach free trade makes everyone better actually something,-1,0.0
15375,Science and Engineering,26.4147465437788,3,sharing economists,sharing economists,-1,0.0
20291,Science and Engineering,30.562211981566826,5,love look engineers face,love look engineers face,0,0.3983403271521929
26359,Science and Engineering,28.71889400921659,6,times like wish statistician,times like wish,9,0.8527057739617648
26794,Science and Engineering,27.244239631336406,6,scientists report caffeine repairs damage caused head trauma,scientists report caffeine repairs damage caused head trauma,-1,0.0
28288,Science and Engineering,27.244239631336406,6,physicists block plagued week,physicists block plagued week,8,0.70608700114869
36867,Science and Engineering,26.525345622119815,7,law order cybersecurity unit,law order unit,0,0.5126331906398427
37876,Science and Engineering,31.152073732718897,8,bet unemployed archaeologist,bet unemployed,-1,0.0
38554,Science and Engineering,27.631336405529954,8,example scientists wrong global warming fallacy look small deserts become,example scientists wrong global warming fallacy look small deserts become,6,0.9732296457120163
39844,Science and Engineering,24.995391705069125,8,apparently programmers take sandbox concept tad literally,apparently programmers take sandbox concept tad literally,16,1.0
42080,Science and Engineering,21.493087557603687,8,hey look field engineers demonstrating,hey look field engineers demonstrating,0,0.6973707678391777
42191,Science and Engineering,19.944700460829495,8,goes show programmers never make production,goes show programmers never make production,16,1.0
55029,Science and Engineering,27.373271889400925,11,scientists think since trump clinched nomination god stop crying,scientists think since trump clinched nomination god stop crying,2,0.7601075893041113
56769,Science and Engineering,24.663594470046082,11,designed german engineers weighs 13 ounces folds small enough fit briefcase,designed german engineers weighs 13 ounces folds small enough fit briefcase,1,0.3527456059924826
58058,Science and Engineering,22.617511520737327,11,wizards weird scientists call reverseshrinkage,wizards weird scientists call reverseshrinkage,2,1.0
59389,Science and Engineering,26.304147465437794,12,mother wondering enjoying new chemistry set got,mother wondering enjoying new chemistry set got,4,0.6337843779153405
59586,Science and Engineering,25.75115207373272,12,congratulations sir think started little chemistry set gave lad,congratulations sir think started little chemistry set gave lad,4,0.6337843779153405
60045,Science and Engineering,24.71889400921659,12,school called told parents cut chemistry class,school called told parents cut chemistry class,4,0.5602048163342963
60108,Science and Engineering,24.62672811059908,12,malpractice separates doctors us scientists,malpractice separates doctors us scientists,-1,0.0
