caption_index,category,funniness_score,contest_id,caption,cleaned_caption,topic,topic_probability
1519,Education and Academia,25.493087557603687,0,psychology professor warned bystander effect,psychology warned bystander effect,-1,0.0
3595,Education and Academia,23.852534562211986,0,proposed faculty meeting person professors said idea abstract,proposed faculty meeting person professors said idea abstract,4,1.0
6827,Education and Academia,24.682027649769584,1,little bobbys lesson corporate management practices begins real world tutorial,little bobbys lesson corporate management practices begins real world tutorial,3,1.0
7882,Education and Academia,29.603686635944705,2,looks big enough hide instructors body,looks big enough hide instructors body,0,0.8745211370605463
8280,Education and Academia,28.71889400921659,2,sorry qualified instructors seventh inning stretch,sorry qualified instructors seventh inning stretch,-1,0.0
10352,Education and Academia,26.4147465437788,2,may put abuse thesauruscom english professor anymore,may put abuse thesauruscom english anymore,-1,0.0
10367,Education and Academia,26.4147465437788,2,unless got instructors body wrapped thingkeep away,unless got instructors body wrapped thingkeep away,-1,0.0
10834,Education and Academia,26.4147465437788,2,understand instructors make house calls,understand instructors make house calls,-1,0.0
14897,Education and Academia,27.244239631336406,3,think find mentorship program quite strong,think find mentorship program quite strong,6,1.0
15173,Education and Academia,26.4147465437788,3,mentor like mentee,like mentee,9,0.8455035635982847
18240,Education and Academia,26.61751152073733,4,gold star weighing teachers pet,gold star weighing teachers pet,7,1.0
26963,Education and Academia,27.244239631336406,6,always teased roll call teachers got name wile e coyote cohen,always teased roll call teachers got name wile e coyote cohen,7,0.5853814200938214
35141,Education and Academia,28.294930875576043,7,real trick proving millennials dementor,real trick proving millennials dementor,-1,0.0
35985,Education and Academia,27.244239631336406,7,wait saying dementor,wait saying dementor,-1,0.0
37073,Education and Academia,26.4147465437788,7,let us hope jury sees kindly dementor helping prisoners azbakan escape,let us hope jury sees kindly dementor helping prisoners azbakan escape,-1,0.0
38090,Education and Academia,29.493087557603687,8,common core eventually gets teachers,common core eventually gets teachers,0,0.9891577414044385
38311,Education and Academia,28.460829493087562,8,drama teachers,drama teachers,0,1.0
38616,Education and Academia,27.428571428571427,8,looks like teachers striking,looks like teachers striking,0,0.8283255390554781
39075,Education and Academia,26.322580645161292,8,explore gobi teachers pay dude,explore gobi teachers pay dude,0,0.8682742726852014
40319,Education and Academia,24.331797235023043,8,repeating early elementary education class certified mentor adults,repeating early elementary education class certified adults,0,0.9812505069320971
41465,Education and Academia,22.70967741935484,8,get sandbox tutoring job,get sandbox tutoring job,3,1.0
42197,Education and Academia,19.57603686635945,8,math teachers sure weird,teachers sure weird,0,0.8451552823973321
44524,Education and Academia,26.304147465437794,9,think called teachers pet,think called teachers pet,7,1.0
45013,Education and Academia,25.493087557603687,9,millennials need mentoring,millennials need mentoring,6,1.0
61013,Education and Academia,23.170506912442395,12,dinner shall ready shortly professor serving 1 2,dinner shall ready shortly serving 1 2,-1,0.0
61744,Education and Academia,22.009216589861754,12,mrs peacock dining room candlestick professor plum cellar lead pipe colonel mustard ballroom rope,mrs peacock dining room candlestick plum cellar lead pipe colonel mustard ballroom rope,-1,0.0
62210,Education and Academia,21.27188940092166,12,master colin chemistry tutor alive dinner relationship dissolved,master colin chemistry alive dinner relationship dissolved,-1,0.0
62273,Education and Academia,21.179723502304153,12,beg pardon master stein science tutor waiting library,beg pardon master stein science waiting library,-1,0.0
62761,Education and Academia,20.387096774193548,12,professor institutional human subject review board outside,institutional human subject review board outside,-1,0.0
67524,Education and Academia,19.57603686635945,13,blame teachers schools let,blame teachers schools let,0,0.9913205631578328
70860,Education and Academia,21.400921658986174,14,english lit professor plain wrong tolkien one said simply adventure worth telling dragons,english lit plain wrong tolkien one said simply adventure worth telling dragons,-1,0.0
72459,Education and Academia,26.267281105990783,15,st peter likes geometry teachers,st peter likes geometry teachers,0,0.8309516379358397
73273,Education and Academia,24.405529953917053,15,say lot school teachers first politician,say lot teachers first politician,0,0.9096245374357861
80361,Education and Academia,20.718894009216594,16,welcome untutored organic farmer looking,welcome untutored organic farmer looking,-1,0.0
83329,Education and Academia,24.350230414746544,17,welcome first private tutorial trump,welcome first private tutorial trump,3,1.0
85397,Education and Academia,21.493087557603687,17,last item agenda would like volunteer mentor newest youngest employee probably boss year,last item agenda would like volunteer newest youngest employee probably boss year,-1,0.0
87612,Education and Academia,25.65898617511521,18,college professors always said imagine,college professors always said imagine,4,1.0
89777,Education and Academia,20.571428571428573,18,afraid professor burns virtual antinewtonian experiment,afraid burns virtual antinewtonian experiment,2,0.6243110311974239
93097,Education and Academia,20.12903225806452,19,sire son prince suggests royal father role paper towels hanging throne would better said damocles royal tutor,sire son prince suggests royal father role paper towels hanging throne would better said damocles royal,-1,0.0
101999,Education and Academia,18.543778801843317,21,uh oh think killed gilligan skipper millionaire wife movie star professor mary ann,uh oh think killed gilligan skipper millionaire wife movie star mary ann,9,1.0
108071,Education and Academia,19.152073732718893,22,plan okay naked cowboy mentoring mom,plan okay naked cowboy mentoring mom,6,0.7459110581477193
111271,Education and Academia,21.36405529953917,23,put professor jones ’ office,put jones office,-1,0.0
112079,Education and Academia,19.52073732718894,23,apple left 2nd grade teachers desk,apple left 2nd grade teachers desk,0,0.7984303882091437
128844,Education and Academia,20.22119815668203,26,professor wilkins present final grade moments,wilkins present final grade moments,-1,0.0
134649,Education and Academia,25.474654377880185,28,worry physics professor,worry physics,10,1.0
135238,Education and Academia,23.76036866359447,28,let go know professor lemmings mind,let go know lemmings mind,2,1.0
137745,Education and Academia,19.76036866359447,28,professor heisenberg goes hike,heisenberg goes hike,-1,0.0
137785,Education and Academia,19.68663594470046,28,professor always wants get bottom things,always wants get bottom things,-1,0.0
138254,Education and Academia,18.838709677419356,28,one physics professor another know breaking law right,one physics another know breaking law right,10,1.0
138663,Education and Academia,17.290322580645164,28,biomimicry teachers new gekko inspired boots really work go flying squirrel boots,biomimicry teachers new gekko inspired boots really work go flying squirrel boots,0,0.7787894393090681
143786,Education and Academia,17.142857142857146,29,ohyou must freds new chess tutor,ohyou must freds new chess,1,1.0
149153,Education and Academia,18.930875576036865,30,say ruff tutor,say ruff,1,1.0
156125,Education and Academia,18.433179723502302,31,finally university opens without teachers apply honey,finally university opens without teachers apply honey,4,0.8629957740759395
157483,Education and Academia,22.3963133640553,32,told mentoring corporate accountants going real balancing act,told mentoring corporate accountants going real balancing act,6,1.0
168749,Education and Academia,22.838709677419356,34,hey professor think see land,hey think see land,-1,0.0
171884,Education and Academia,23.57603686635945,35,find professor harold hill us one,find harold hill us one,-1,0.0
184071,Education and Academia,21.843317972350235,37,teachers tell acting normal,teachers tell acting normal,0,0.8192829567705786
184392,Education and Academia,21.161290322580644,37,idea teachers also wear school uniforms crazy,idea teachers also wear uniforms crazy,0,0.9797512532424668
185196,Education and Academia,19.741935483870968,37,ok bill gates standardized us teachers,ok bill gates standardized us teachers,0,1.0
187537,Education and Academia,24.829493087557605,38,finally someone teachers pet,finally someone teachers pet,7,1.0
188181,Education and Academia,23.520737327188943,38,addition distinguished chair professor also oversees seven undistinguished chairs may sit,addition distinguished chair also oversees seven undistinguished chairs may sit,0,0.7601277975614499
188615,Education and Academia,22.930875576036872,38,thanks professor seven along protest,thanks seven along protest,0,0.7932880210264398
189088,Education and Academia,22.13824884792627,38,professor flu afford get sick,flu afford get sick,-1,0.0
194454,Education and Academia,19.870967741935484,39,lo poor indian whose untutored mind sees god clouds hears wind,lo poor indian whose untutored mind sees god clouds hears wind,1,0.9631551906704005
197663,Education and Academia,24.331797235023043,40,well lost professor marry ann us,well lost marry ann us,9,1.0
198880,Education and Academia,22.24884792626728,40,professor see icebergs ahead would stop calling ginger,see icebergs ahead would stop calling ginger,9,1.0
203119,Education and Academia,26.101382488479263,41,well happened youtube tutorial,well happened youtube tutorial,3,1.0
