caption_index,category,funniness_score,contest_id,caption,cleaned_caption,topic,topic_probability
11561,Media and Communications,24.682027649769584,2,please tell majesty queen cleopatra reporters left,please tell majesty queen cleopatra reporters left,1,0.7331415332105494
19631,Media and Communications,22.857142857142858,4,last time take advice columnist cosmopolitan,last time take advice cosmopolitan,-1,0.0
27119,Media and Communications,27.244239631336406,6,feminist blogger girlfriend got meit reminds rich white men consider privilege kind flipping narrative fundamental building blocks society side,feminist girlfriend got meit reminds rich white men consider privilege kind flipping narrative fundamental building blocks society side,1,0.6091271457059614
42228,Media and Communications,39.68663594470046,9,one embedded journalists,one embedded journalists,1,0.8217997120626049
44562,Media and Communications,26.304147465437794,9,new nra publicists something,new nra publicists something,1,0.47435623042320313
45111,Media and Communications,25.198156682027655,9,may crazy tell embedded journalists get chicks,may crazy tell embedded journalists get chicks,1,0.8396482821934159
46443,Media and Communications,23.188940092165904,9,one bravest documentary journalists know,one bravest documentary journalists know,1,0.8478591999409448
57633,Media and Communications,23.391705069124427,11,caddy coach publicist therapist well,caddy coach therapist well,-1,0.0
60495,Media and Communications,23.944700460829498,12,people balloons door sir say publishers clearinghouse,people balloons door sir say publishers clearinghouse,2,0.9386820841903146
60548,Media and Communications,23.870967741935484,12,sir reporters anxious meet next president united states,sir reporters anxious meet next president united states,1,0.549931854118927
62304,Media and Communications,21.069124423963135,12,folk publishers clearing house sir told busy,folk publishers clearing house sir told busy,2,0.908728533800467
62581,Media and Communications,20.58986175115208,12,sir blogger castle door requesting comment synthetic biology,sir castle door requesting comment synthetic biology,-1,0.0
63602,Media and Communications,31.02304147465438,13,understand publishers clearinghouse talks grand prize,understand publishers clearinghouse talks grand prize,2,0.9599066196053427
70609,Media and Communications,21.695852534562214,14,worry trumps publicist sound bigger going love,worry trumps sound bigger going love,0,0.766607515249834
72322,Media and Communications,26.65437788018433,15,great publicist part equation,great part equation,3,0.8467159155291476
73370,Media and Communications,24.18433179723502,15,president trumps press secretary eight years,president trumps eight years,0,0.7568088599832917
75317,Media and Communications,21.400921658986174,15,received extra perk trumps press secretary,received extra perk trumps,0,0.6975944256153979
77124,Media and Communications,26.912442396313367,16,congratulations publishers clearing house sweepstakes,congratulations publishers clearing house sweepstakes,2,0.872341329961334
77840,Media and Communications,24.755760368663594,16,congratulations publishers clearing house 10 million prize,congratulations publishers clearing house 10 million prize,2,0.970827427508858
78186,Media and Communications,23.92626728110599,16,congratulations 10 centillion entries publishers clearinghouse sweepstakes,congratulations 10 centillion entries publishers clearinghouse sweepstakes,2,0.7563474775818393
78957,Media and Communications,22.783410138248847,16,congratulations winner publishers clearinghouse 1 million contest step inside,congratulations winner publishers clearinghouse 1 million contest step inside,2,0.7936304838282908
79266,Media and Communications,22.322580645161292,16,congratulations winning publishers clearing house,congratulations winning publishers clearing house,2,1.0
79387,Media and Communications,22.23041474654378,16,publishers clearing house prize patrol,publishers clearing house prize patrol,2,1.0
80267,Media and Communications,20.847926267281107,16,welcome publishers weekly,welcome publishers weekly,2,0.9360224555040925
83583,Media and Communications,24.07373271889401,17,entire board editors ny times welcomes quadrennial proisrael luncheon roundtable,entire board editors ny times welcomes quadrennial proisrael luncheon roundtable,4,0.9458981311896758
93027,Media and Communications,20.387096774193548,19,like tell speech writers want close ‘ steak steak kingdom yuge steak ’,like tell writers want close steak steak kingdom yuge steak,1,0.6617896714455174
110499,Media and Communications,22.986175115207374,23,nessie words say gossip columnist,nessie words say gossip,1,0.9428736711658238
110888,Media and Communications,22.119815668202765,23,good keep creditors away,good keep creditors away,-1,0.0
111239,Media and Communications,21.456221198156683,23,know…we changed speech writers,know we changed writers,4,1.0
111556,Media and Communications,20.86635944700461,23,good evil tree desk next editors office,good evil tree desk next editors office,4,1.0
112285,Media and Communications,18.967741935483872,23,reporters deliver shocking news,reporters deliver shocking,1,1.0
115457,Media and Communications,22.617511520737327,24,say james thurber note editors please add link httpwwwcbsnewscompictures60minutesfavoritenewyorkercartoons42 even better newyorkercom link seal bedroom one available,say james thurber note editors please add link httpwwwcbsnewscompictures60minutesfavoritenewyorkercartoons42 even better newyorkercom link seal bedroom one available,4,0.726805518861006
137703,Media and Communications,19.852534562211982,28,maybe brought fact checker,maybe brought,3,1.0
157926,Media and Communications,21.456221198156683,32,personal fact checkers great,personal checkers great,-1,0.0
157943,Media and Communications,21.456221198156683,32,onboard fact checker indicates actually gum could share,onboard indicates actually gum could share,3,0.8179802917125039
158627,Media and Communications,20.497695852534562,32,inner fact checker says first,inner says first,3,0.8197260211110445
158745,Media and Communications,20.31336405529954,32,see fact checker hard work week,see hard work week,3,1.0
159044,Media and Communications,20.31336405529954,32,see also realtime fact checker surgically installed finally took plunge third presidential debate,see also realtime surgically installed finally took plunge third presidential debate,0,0.7058887447219359
159988,Media and Communications,19.041474654377886,32,fact checker says wrong 37 time,says wrong 37 time,-1,0.0
160356,Media and Communications,19.041474654377886,32,next debate let us scrap fact checkers,next debate let us scrap checkers,-1,0.0
165076,Media and Communications,20.70046082949309,33,understand wall street journal sending top reporters cameramen,understand wall street journal sending top reporters cameramen,1,0.8450034176023795
169669,Media and Communications,21.235023041474655,34,look descendants trump mocking us disabled reporters,look descendants trump mocking us disabled reporters,1,0.584511448418632
180232,Media and Communications,30.211981566820278,37,going happen journalists new york,going happen journalists new york,1,0.8382421281261334
182011,Media and Communications,24.7741935483871,37,policy restrain editors ensure thinking precedes actions,policy restrain editors ensure thinking precedes actions,4,1.0
183138,Media and Communications,23.170506912442395,37,guess matter time editors mad magazine recognized obvious,guess matter time editors mad magazine recognized obvious,3,0.8650462327036095
