caption_index,category,funniness_score,contest_id,caption,cleaned_caption,topic,topic_probability
25,Arts and Entertainment,32.35023041474654,0,chiropractor vacation,chiropractor vacation,1,0.5777594741265623
227,Arts and Entertainment,28.60829493087558,0,guess worlds ready liedown comedian,guess worlds ready liedown,-1,0.0
268,Arts and Entertainment,28.22119815668203,0,chiropractor said would help heal mothers back,chiropractor said would help heal mothers back,1,0.5344043985992502
408,Arts and Entertainment,27.668202764976964,0,sometimes need attitude adjustment,sometimes need attitude adjustment,9,0.5572523853089186
509,Arts and Entertainment,27.35483870967742,0,cartoons get worse worse miss prior generation cartoonists,cartoons get worse worse miss prior generation cartoonists,39,0.8557152755201494
879,Arts and Entertainment,26.433179723502302,0,chiropractor booked week,chiropractor booked week,1,0.5456563555224294
895,Arts and Entertainment,26.433179723502302,0,jacks sleep number bed could adjust level firmness,jacks sleep number bed could adjust level firmness,-1,0.0
1226,Arts and Entertainment,25.493087557603687,0,wilber aspiring street performer working wad chewing gum impersonation,wilber aspiring street working wad chewing gum impersonation,-1,0.0
1281,Arts and Entertainment,25.493087557603687,0,bunnie maybe clown,bunnie maybe,-1,0.0
1341,Arts and Entertainment,25.493087557603687,0,3d sidewalk artists getting lazy,3d sidewalk getting lazy,-1,0.0
1439,Arts and Entertainment,25.493087557603687,0,hey cheaper chiropractor,hey cheaper chiropractor,1,0.437611410325039
1570,Arts and Entertainment,25.493087557603687,0,although gulliver survived thousands lilliputian reenactors killed organizers failed obtain permits necessary close street,although gulliver survived thousands lilliputian reenactors killed organizers failed obtain permits necessary close street,106,0.6203535842347428
1589,Arts and Entertainment,25.493087557603687,0,dry cleaning cheaper chiropractor,dry cleaning cheaper chiropractor,1,0.20451679335366765
1714,Arts and Entertainment,25.493087557603687,0,commander voltok yet adjusted earthling gravity fools seem convinced chilling,commander voltok yet adjusted earthling gravity fools seem convinced chilling,-1,0.0
1902,Arts and Entertainment,25.493087557603687,0,3d sidewalk chalk artists getting ridiculous,3d sidewalk chalk getting ridiculous,-1,0.0
1975,Arts and Entertainment,25.06912442396314,0,poor idiots pay chiropractor,poor idiots pay chiropractor,1,0.9838169980054532
2993,Arts and Entertainment,23.852534562211986,0,hate performance artists,hate performance,-1,0.0
3161,Arts and Entertainment,23.852534562211986,0,days chalk outlines police artists created 3d works one would erase afterwards,days chalk outlines police created 3d works one would erase afterwards,-1,0.0
3599,Arts and Entertainment,23.852534562211986,0,good morning mothers chiropractor good morning mothers chiropractor good morning,good morning mothers chiropractor good morning mothers chiropractor good morning,1,0.466294007151689
3648,Arts and Entertainment,23.852534562211986,0,try anything cut back moms chiropractor bills,try anything cut back moms chiropractor bills,1,0.7226939511518379
4344,Arts and Entertainment,28.40552995391705,1,new yorker cartoonists putting much thought anymore,new yorker cartoonists putting much thought anymore,100,1.0
4354,Arts and Entertainment,28.110599078341014,1,luck heaviest snow years get cartoonist sense perspective,luck heaviest snow years get sense perspective,101,0.6495497997036784
4922,Arts and Entertainment,26.525345622119815,1,know thing left hand either ask cartoonist,know thing left hand either ask,116,1.0
5151,Arts and Entertainment,26.525345622119815,1,see cartoonist drew wrong size shovel,see drew wrong size shovel,-1,0.0
5411,Arts and Entertainment,26.525345622119815,1,afraid clowns anymore build healthy fear hypothermia,afraid clowns anymore build healthy fear hypothermia,16,0.8684915272582291
5928,Arts and Entertainment,24.682027649769584,1,shovels size cartoonist created illusion get freak back work,shovels size created illusion get freak back work,49,0.23043795632230862
6250,Arts and Entertainment,24.682027649769584,1,call obesity police found abdomenable showman,call obesity police found abdomenable,-1,0.0
6626,Arts and Entertainment,24.682027649769584,1,son told thousand times wand magician,son told thousand times wand,117,0.780607362078345
6793,Arts and Entertainment,24.682027649769584,1,snowed magicians energy would better spend making snow disappear,snowed magicians energy would better spend making snow disappear,15,1.0
7044,Arts and Entertainment,24.682027649769584,1,factor internet millions connected,factor internet millions connected,10,0.8745311641747244
8914,Arts and Entertainment,27.870967741935484,2,way woman get man bow yoga instructor,way woman get man bow,19,1.0
9524,Arts and Entertainment,27.244239631336406,2,looking subway bread factory depository,looking subway bread factory depository,136,0.8892975829925979
9548,Arts and Entertainment,27.244239631336406,2,nonconformist yoga instructor stick regular schedule welcome join class,nonconformist stick regular schedule welcome join class,17,0.3670825316448297
9670,Arts and Entertainment,27.244239631336406,2,find current fad quite satisfactory moment thank,find current fad quite satisfactory moment thank,-1,0.0
9922,Arts and Entertainment,26.4147465437788,2,sorry well adjusted program,sorry well adjusted program,9,1.0
10132,Arts and Entertainment,26.4147465437788,2,given cartoon caption writers block,given cartoon caption writers block,-1,0.0
10270,Arts and Entertainment,26.4147465437788,2,sick session five film bring rug back,sick session five film bring rug back,0,0.9149272164420524
10386,Arts and Entertainment,26.4147465437788,2,yeah probably likely occur cartoonist draws black person yoga studio know called bow yoga,yeah probably likely occur draws black person studio know called bow,7,0.8046510501215047
10441,Arts and Entertainment,26.4147465437788,2,would happen man brought carpet one room yoga instructor,would happen man brought carpet one room,-1,0.0
11202,Arts and Entertainment,25.75115207373272,2,sir thing xfactor yoga,sir thing xfactor,-1,0.0
12884,Arts and Entertainment,29.75115207373272,3,standup comedian funerals easier back,standup funerals easier back,113,1.0
13136,Arts and Entertainment,29.75115207373272,3,women find three ventriloquists one dummy quite refreshing,women find three ventriloquists one dummy quite refreshing,-1,0.0
14289,Arts and Entertainment,27.244239631336406,3,new adjunct attaché,new adjunct attaché,-1,0.0
14703,Arts and Entertainment,27.244239631336406,3,said wake hairdresser arrives,said wake hairdresser arrives,20,0.13573916093928876
14829,Arts and Entertainment,27.244239631336406,3,working butcher became magician,working butcher became,-1,0.0
14840,Arts and Entertainment,27.244239631336406,3,actually hope would get job transporting ventriloquists dummies grew,actually hope would get job transporting ventriloquists dummies grew,-1,0.0
15077,Arts and Entertainment,26.525345622119815,3,quit gripinplenty musicians would jump chance second trombone third handle,quit gripinplenty musicians would jump chance second trombone third handle,13,0.8688992473796557
15624,Arts and Entertainment,25.75115207373272,3,forget ergonomic benefits real fun factor,forget ergonomic benefits real fun factor,10,0.5070555544686743
15813,Arts and Entertainment,40.36866359447004,4,last low budget film,last low budget film,0,1.0
15855,Arts and Entertainment,38.433179723502306,4,animals harmed filming movie,animals harmed filming movie,97,1.0
15996,Arts and Entertainment,35.77880184331797,4,get animals harmed making film,get animals harmed making film,97,1.0
16084,Arts and Entertainment,34.82027649769585,4,even coen brothers save film,even coen brothers save film,0,0.8637980051170422
16116,Arts and Entertainment,34.617511520737324,4,film way lowbudget,film way lowbudget,0,1.0
16222,Arts and Entertainment,33.67741935483871,4,animals harmed making film,animals harmed making film,97,1.0
16333,Arts and Entertainment,32.97695852534562,4,aw durn got new light balsa models,aw durn got new light balsa models,2,1.0
16374,Arts and Entertainment,32.755760368663594,4,first film coproduced peta,first film coproduced peta,97,1.0
16431,Arts and Entertainment,32.35023041474654,4,way ensure animals harmed filming,way ensure animals harmed filming,97,0.9926799108266015
16471,Arts and Entertainment,32.25806451612903,4,told could stunts film,told could stunts film,0,1.0
16497,Arts and Entertainment,32.0184331797235,4,first lowbudget film,first lowbudget film,0,1.0
16553,Arts and Entertainment,31.723502304147466,4,alright trigger run guys going wooden pencil factory,alright trigger run guys going wooden pencil factory,7,0.17178136915105832
16628,Arts and Entertainment,31.447004608294936,4,sheriff rate film never end,sheriff rate film never end,-1,0.0
16682,Arts and Entertainment,31.152073732718897,4,animals harmed making film,animals harmed making film,97,1.0
16731,Arts and Entertainment,30.986175115207377,4,least say animals harmed making film,least say animals harmed making film,97,1.0
16825,Arts and Entertainment,30.617511520737327,4,happens let horses join screen actors guild,happens let horses join screen actors guild,27,0.2999703584983416
16968,Arts and Entertainment,30.19354838709678,4,walnut models fast us tex,walnut models fast us tex,-1,0.0
16978,Arts and Entertainment,30.119815668202765,4,please go back civil war enactors,please go back civil war enactors,103,0.667851772919311
17036,Arts and Entertainment,29.953917050691246,4,never never challenge cartoonist draw,never never challenge draw,57,0.9522797056377679
17064,Arts and Entertainment,29.80645161290323,4,sheriff new models giddy go,sheriff new models giddy go,2,1.0
17198,Arts and Entertainment,29.308755760368662,4,make civil war reenactors look like idiots,make civil war reenactors look like idiots,106,1.0
17450,Arts and Entertainment,28.534562211981566,4,cartoonist treating us like children,treating us like children,-1,0.0
17737,Arts and Entertainment,27.852534562211986,4,film needs larger budget,film needs larger budget,0,1.0
17809,Arts and Entertainment,27.741935483870968,4,trouble newer models,trouble newer models,2,1.0
18001,Arts and Entertainment,27.262672811059907,4,actors equity hear,actors equity hear,27,1.0
18131,Arts and Entertainment,26.72811059907834,4,green screen makes movies safer actors,green screen makes movies safer actors,0,1.0
18181,Arts and Entertainment,26.70967741935484,4,think animal rights protesters let us start rolling film,think animal rights protesters let us start rolling film,97,1.0
18333,Arts and Entertainment,26.304147465437794,4,thought agent said film would fockers sequel,thought agent said film would fockers sequel,0,0.9242298751180165
18543,Arts and Entertainment,25.65898617511521,4,never catch us turbo models,never catch us turbo models,2,1.0
18881,Arts and Entertainment,24.95852534562212,4,forget – western ’ going film festival,forget western going film festival,0,0.8788373250221679
18942,Arts and Entertainment,24.847926267281107,4,mr ed stars produces sag filming rodeo scene still back breaking,mr ed stars produces sag filming rodeo scene still back breaking,142,0.9770176732991848
18977,Arts and Entertainment,24.663594470046082,4,since moved biofuel models,since moved biofuel models,2,1.0
19048,Arts and Entertainment,24.313364055299544,4,knew bad idea let horses actors guild,knew bad idea let horses actors guild,128,0.9875908485030203
19063,Arts and Entertainment,24.313364055299544,4,butch cassidy sundance kid retelling comming soon theater near film rated g general audiences,butch cassidy sundance kid retelling comming soon theater near film rated g general audiences,0,1.0
19168,Arts and Entertainment,24.313364055299544,4,decide rob glue factory,decide rob glue factory,111,1.0
19427,Arts and Entertainment,23.188940092165904,4,jasper britney need water hole clownnow,jasper britney need water hole clownnow,-1,0.0
19467,Arts and Entertainment,23.188940092165904,4,sheriff recall wooden horses models see back dealership,sheriff recall wooden horses models see back dealership,128,1.0
19965,Arts and Entertainment,32.58986175115207,5,beginning think cartoonist like us,beginning think like us,37,1.0
19968,Arts and Entertainment,32.57142857142858,5,claims adjuster asked accident could reenacted,claims adjuster asked accident could reenacted,53,0.7200481476150432
21416,Arts and Entertainment,28.71889400921659,5,relax chiropractor calls aversion therapy,relax chiropractor calls aversion therapy,1,0.6447997268486274
21536,Arts and Entertainment,28.516129032258064,5,would best moving along cartoonist finishes putting wheels subway car,would best moving along finishes putting wheels subway car,-1,0.0
21810,Arts and Entertainment,27.244239631336406,5,well say threat death greatest recuperating factor,well say threat death greatest recuperating factor,10,1.0
22266,Arts and Entertainment,26.4147465437788,5,agree method acting right film,agree method acting right film,0,1.0
23252,Arts and Entertainment,26.4147465437788,5,sure get board new chiropractor,sure get board new chiropractor,1,0.906403200096929
23524,Arts and Entertainment,26.4147465437788,5,hard time adjusting ultramodern physical therapy protocols,hard time adjusting ultramodern physical therapy protocols,1,0.3902330114362863
23758,Arts and Entertainment,25.75115207373272,5,oughta f train cartoonist really got upset told left right rear bogie,oughta f train really got upset told left right rear bogie,-1,0.0
23955,Arts and Entertainment,25.179723502304146,5,let us see insurance adjuster pull preexisting condition crap us,let us see insurance adjuster pull preexisting condition crap us,53,0.594130560776819
24037,Arts and Entertainment,37.65898617511521,6,rarely suffer writers block ask,rarely suffer writers block ask,14,0.4624068068132856
24054,Arts and Entertainment,36.552995391705075,6,never guess much squeezed contractors building,never guess much squeezed contractors building,5,0.7071931105977527
24066,Arts and Entertainment,35.66820276497696,6,writers block going kill,writers block going kill,14,0.8986989142892065
24079,Arts and Entertainment,35.64976958525346,6,lucky never experienced writers block,lucky never experienced writers block,14,0.6715423192951443
24093,Arts and Entertainment,35.64976958525346,6,fired contractor,fired contractor,5,0.1007340921353877
24104,Arts and Entertainment,35.64976958525346,6,sense push back contractor,sense push back contractor,5,1.0
24403,Arts and Entertainment,33.25345622119816,6,really feel contractor appreciated recommendations,really feel contractor appreciated recommendations,5,0.7470944907000935
24504,Arts and Entertainment,32.055299539170505,6,believe writers block,believe writers block,14,0.32954298736136295
24661,Arts and Entertainment,31.686635944700466,6,guess worse things writers block,guess worse things writers block,-1,0.0
24669,Arts and Entertainment,31.686635944700466,6,suffering writers block man worse writers block,suffering writers block man worse writers block,14,0.3897212018584568
24675,Arts and Entertainment,31.686635944700466,6,writers block killing,writers block killing,14,0.5073044916076062
24755,Arts and Entertainment,31.686635944700466,6,feel writers block coming,feel writers block coming,14,0.43963601509707584
24808,Arts and Entertainment,31.686635944700466,6,seem shake writers block,seem shake writers block,14,0.3277772650785916
24897,Arts and Entertainment,30.986175115207377,6,never get writers block ask,never get writers block ask,14,0.7230512402695709
25055,Arts and Entertainment,30.359447004608295,6,ever experienced writers block,ever experienced writers block,14,0.7227250579574096
25066,Arts and Entertainment,30.359447004608295,6,writers block may least worries,writers block may least worries,14,0.7709179086342274
25067,Arts and Entertainment,30.359447004608295,6,fred discussing writers block editor suddenly hit,fred discussing writers block editor suddenly hit,14,0.732793248493526
25154,Arts and Entertainment,30.359447004608295,6,speaking writers block,speaking writers block,14,1.0
25215,Arts and Entertainment,29.75115207373272,6,cartoonists block never heard bad writers block,cartoonists block never heard bad writers block,14,0.8079667683899303
25253,Arts and Entertainment,29.75115207373272,6,contractor seemed less receptive constructive suggestions,contractor seemed less receptive constructive suggestions,5,0.9249203448676613
25301,Arts and Entertainment,29.75115207373272,6,writers block really killing,writers block really killing,14,0.268119524312421
25373,Arts and Entertainment,29.75115207373272,6,writers block death,writers block death,14,0.673917440189947
25395,Arts and Entertainment,29.75115207373272,6,yes fire surly building contractor ask,yes fire surly building contractor ask,5,0.632419772772368
25550,Arts and Entertainment,29.75115207373272,6,wow writers block much worse thought,wow writers block much worse thought,14,0.6656094527197755
25592,Arts and Entertainment,29.75115207373272,6,writers block,writers block,14,1.0
25677,Arts and Entertainment,29.75115207373272,6,wife dating contractor,wife dating contractor,43,1.0
25701,Arts and Entertainment,29.75115207373272,6,writers block least worries right,writers block least worries right,14,0.7502588462838905
25713,Arts and Entertainment,29.75115207373272,6,writers block believe ask,writers block believe ask,14,0.4478297963792332
25736,Arts and Entertainment,29.75115207373272,6,contractor keeps updated social media,contractor keeps updated social media,5,1.0
25759,Arts and Entertainment,29.75115207373272,6,never hit writers block,never hit writers block,14,0.8216406101556852
25808,Arts and Entertainment,29.75115207373272,6,ugh writers block,ugh writers block,14,0.5378635659753496
25823,Arts and Entertainment,29.75115207373272,6,glad get rid writers block,glad get rid writers block,14,0.8996771399799887
25848,Arts and Entertainment,29.75115207373272,6,keep getting hit writers block,keep getting hit writers block,14,0.6644716096784009
