caption_index,category,funniness_score,contest_id,caption,cleaned_caption,topic,topic_probability
0,"Law, Government and Politics",44.774193548387096,0,congressmanobstruction job,congressmanobstruction job,26,0.3223527982212818
45,"Law, Government and Politics",31.188940092165904,0,republican senator job,republican job,-1,0.0
242,"Law, Government and Politics",28.58986175115208,0,jeb bush running president,jeb bush running,1,0.6855288586292034
352,"Law, Government and Politics",28.07373271889401,0,help presidential candidate fallen new low get,help presidential candidate fallen new low get,1,0.9044700176056217
808,"Law, Government and Politics",26.433179723502302,0,prefer judge man see nostrils,prefer man see nostrils,-1,0.0
1220,"Law, Government and Politics",25.493087557603687,0,lose bet running president,lose bet running,4,0.4271920596823537
1271,"Law, Government and Politics",25.493087557603687,0,slip fall lawyer,slip fall,127,1.0
1485,"Law, Government and Politics",25.493087557603687,0,republican congressman practicing urban obstructionism,republican practicing urban obstructionism,-1,0.0
1541,"Law, Government and Politics",25.493087557603687,0,appointed downtown sky admirer commissioner,appointed downtown sky admirer,-1,0.0
1689,"Law, Government and Politics",25.493087557603687,0,presidential election held today,presidential election held today,1,1.0
1724,"Law, Government and Politics",25.493087557603687,0,trying decide want run president,trying decide want run,4,0.5064341224041822
1874,"Law, Government and Politics",25.493087557603687,0,judge know guy started jogging craze,know guy started jogging craze,4,1.0
2264,"Law, Government and Politics",23.852534562211986,0,must feels president,must feels,-1,0.0
2618,"Law, Government and Politics",23.852534562211986,0,peril onedimensional presidential candidate,peril onedimensional presidential candidate,1,1.0
2646,"Law, Government and Politics",23.852534562211986,0,prone public filibusters next president even chances walk,prone filibusters next even chances walk,26,0.36030343675928966
2661,"Law, Government and Politics",23.852534562211986,0,fulfilling dream like congressman blockage regular folks,fulfilling dream like blockage regular folks,37,0.466195866680552
2725,"Law, Government and Politics",23.852534562211986,0,training next presidential debate,training next presidential debate,23,0.644957279364615
2771,"Law, Government and Politics",23.852534562211986,0,trample trump skip hop jump 2016 presidential candidates expressed concern one another times square,trample trump skip hop jump 2016 presidential candidates expressed concern one another times square,1,0.7829835205908813
2818,"Law, Government and Politics",23.852534562211986,0,governor kasich keeps encouraging us slow,kasich keeps encouraging slow,1,0.8634833671824039
3232,"Law, Government and Politics",23.852534562211986,0,presidents physical fitness council please try put little hip hop good country,presidents physical fitness council please try put little hip hop good country,-1,0.0
3305,"Law, Government and Politics",23.852534562211986,0,mayor certain privileges,certain privileges,-1,0.0
3397,"Law, Government and Politics",23.852534562211986,0,finish biography need understand jebs presidential run felt like,finish biography need understand jebs presidential run felt like,-1,0.0
3452,"Law, Government and Politics",23.852534562211986,0,congratulations ready joint firm attorneys,congratulations ready joint firm attorneys,73,0.6907217067429529
3459,"Law, Government and Politics",23.852534562211986,0,see let everybody walk elected president,see let everybody walk elected,-1,0.0
3548,"Law, Government and Politics",23.852534562211986,0,united states senator natural habitat,united states natural habitat,-1,0.0
3656,"Law, Government and Politics",23.852534562211986,0,need worry politician landed billfold,need worry landed billfold,27,0.8397131736107623
3675,"Law, Government and Politics",23.852534562211986,0,stole neighbors doormat sent eyeforaneye judge,stole neighbors doormat sent eyeforaneye,-1,0.0
3680,"Law, Government and Politics",23.852534562211986,0,moving someone explains ted cruz president born canada,moving someone explains ted cruz born canada,31,0.32547699073643566
3734,"Law, Government and Politics",23.852534562211986,0,mayor changed view people elected serve,changed view people elected serve,12,0.32910522849894724
3816,"Law, Government and Politics",23.502304147465438,0,battery low president obama knows exactly rest presidency nothing,battery low obama knows exactly rest presidency nothing,-1,0.0
3866,"Law, Government and Politics",23.502304147465438,0,running tea party congressman forget vote,running tea party forget vote,1,1.0
3869,"Law, Government and Politics",23.502304147465438,0,bansky lawyer disagreement,bansky disagreement,16,0.27178354780196207
3877,"Law, Government and Politics",23.502304147465438,0,building walland juan valdez paying banned cuz bunch lowenergy war heroes get capturedi coulda president instead billionaire bumlet us face hillary,building walland juan valdez paying banned cuz bunch lowenergy war heroes get capturedi coulda instead billionaire bumlet face hillary,37,1.0
4054,"Law, Government and Politics",30.562211981566826,1,cmon son want politician like old man learn shovel,cmon son want like old man learn shovel,13,0.4506115862806036
4331,"Law, Government and Politics",28.8110599078341,1,remember son judged results efficiency efforts,remember son judged results efficiency efforts,6,1.0
4461,"Law, Government and Politics",27.981566820276498,1,never judge man size shovel,never man size shovel,97,1.0
5215,"Law, Government and Politics",26.525345622119815,1,judge shovel size,shovel size,97,1.0
5295,"Law, Government and Politics",26.525345622119815,1,big boy shovel big boy politicians want us less,big boy shovel big boy politicians want less,12,1.0
5364,"Law, Government and Politics",26.525345622119815,1,yes congressman ask,yes ask,-1,0.0
5663,"Law, Government and Politics",25.179723502304146,1,judge man cover little man sometimes big man,man cover little man sometimes big man,30,0.12363840695301953
5755,"Law, Government and Politics",24.682027649769584,1,reminds shovel needed recent presidential debate,reminds shovel needed recent presidential debate,23,0.7635379854897022
5886,"Law, Government and Politics",24.682027649769584,1,ladies gentlemen next president united states donald j trump,ladies gentlemen next united states donald j trump,-1,0.0
6111,"Law, Government and Politics",24.682027649769584,1,looks like future president united states family,looks like future united states family,13,0.2906480225524532
6279,"Law, Government and Politics",24.682027649769584,1,see future politician family,see future family,13,0.3105632981048026
6288,"Law, Government and Politics",24.682027649769584,1,hey kidremember president sanders said hard work,hey kidremember sanders said hard work,-1,0.0
7237,"Law, Government and Politics",38.26728110599078,2,sorry cancelled order governor christie dropped class,sorry cancelled order christie dropped class,-1,0.0
7457,"Law, Government and Politics",32.073732718894014,2,guess cases judge,guess cases,-1,0.0
7593,"Law, Government and Politics",30.986175115207377,2,judge yogi mat,yogi mat,-1,0.0
7846,"Law, Government and Politics",30.064516129032263,2,want put president trumps yoga mat,want put trumps yoga mat,-1,0.0
7978,"Law, Government and Politics",29.36405529953917,2,governor christies mat must face trump tower nj,christies mat must face trump tower nj,-1,0.0
8788,"Law, Government and Politics",28.516129032258064,2,presidents day sale excuse tardiness,presidents day sale excuse tardiness,-1,0.0
8844,"Law, Government and Politics",27.870967741935484,2,look trump elected president say afghan rugs,look trump elected say afghan rugs,2,0.40586957052060674
8953,"Law, Government and Politics",27.797235023041473,2,please tell governor christie though excited desire healthy reserve exercise space,please tell christie though excited desire healthy reserve exercise space,-1,0.0
8993,"Law, Government and Politics",27.244239631336406,2,instructor longer judge warrior 2 pose,instructor longer warrior 2 pose,142,0.8855844699827395
9620,"Law, Government and Politics",27.244239631336406,2,two sides coin judge judged,two sides coin judged,6,0.7280993907224779
10100,"Law, Government and Politics",26.4147465437788,2,worry governor christie gets easier practice,worry christie gets easier practice,-1,0.0
10291,"Law, Government and Politics",26.4147465437788,2,judge came work,came work,-1,0.0
10326,"Law, Government and Politics",26.4147465437788,2,understand fringe make feel comfortable judge,understand fringe make feel comfortable,-1,0.0
10629,"Law, Government and Politics",26.4147465437788,2,sorry due president trumps executive directive eliminate liberal persian rug policy,sorry due trumps executive directive eliminate liberal persian rug policy,2,0.4247973931049
10771,"Law, Government and Politics",26.4147465437788,2,showoff bet think could run president someday,showoff bet think could run someday,4,0.2897765921498451
10901,"Law, Government and Politics",26.4147465437788,2,sorry president trump banned middle eastern rugs entering yoga studios,sorry trump banned middle eastern rugs entering yoga studios,-1,0.0
11606,"Law, Government and Politics",24.258064516129032,2,sorry governor christie class,sorry christie class,-1,0.0
11703,"Law, Government and Politics",35.944700460829495,3,glad judge granted extension,glad granted extension,-1,0.0
11742,"Law, Government and Politics",34.74654377880185,3,case gets longer need add another attorney,case gets longer need add another,62,1.0
11753,"Law, Government and Politics",34.74654377880185,3,somehow never envisioned part lawyer three pack costco,somehow never envisioned part three pack costco,0,1.0
11862,"Law, Government and Politics",33.345622119815665,3,lawyers tusk tusk trunk always easy spot walking office,lawyers tusk tusk trunk always easy spot walking office,-1,0.0
11885,"Law, Government and Politics",33.345622119815665,3,judge keeps extending case,keeps extending case,62,1.0
12049,"Law, Government and Politics",33.08755760368663,3,judge richards prefers briefs 8 50 papyrus,richards prefers briefs 8 50 papyrus,9,0.6928223320002429
12061,"Law, Government and Politics",33.08755760368663,3,never thought would attorney pallbearers union,never thought would pallbearers union,-1,0.0
12119,"Law, Government and Politics",33.08755760368663,3,big case need three lawyers,big case need three lawyers,-1,0.0
12280,"Law, Government and Politics",31.686635944700466,3,nuclear codes presidents basketball bracket,nuclear codes presidents basketball bracket,-1,0.0
12287,"Law, Government and Politics",31.686635944700466,3,judge right got shorten length briefs,right got shorten length briefs,9,0.6913408247024337
12349,"Law, Government and Politics",31.612903225806456,3,time diplomatic selfie,time diplomatic selfie,98,1.0
12351,"Law, Government and Politics",31.612903225806456,3,thought meant said needed three best litigators carry important case,thought meant said needed three best litigators carry important case,-1,0.0
12428,"Law, Government and Politics",31.612903225806456,3,know judge going throw case,know going throw case,62,0.16694154647279066
12518,"Law, Government and Politics",30.359447004608295,3,judge said would long case,said would long case,62,0.9492726339557092
12559,"Law, Government and Politics",29.75115207373272,3,told judge would take long one page womens signatures claiming sexual abuse,told would take long one page womens signatures claiming sexual abuse,56,0.9300985478280189
12632,"Law, Government and Politics",29.75115207373272,3,judge expects long brief today,expects long brief today,-1,0.0
12640,"Law, Government and Politics",29.75115207373272,3,lawyers long longer legendary lengthy briefs,lawyers long longer legendary lengthy briefs,-1,0.0
12752,"Law, Government and Politics",29.75115207373272,3,madam president requested massage table three suits go figure,madam requested massage table three suits go figure,9,1.0
