caption_index,category,funniness_score,contest_id,caption,cleaned_caption,topic,topic_probability
2025,"Agriculture, Animals and Outdoors",24.258064516129032,0,midnight cowboy everyone assidiously ignoring obvious,midnight everyone assidiously ignoring obvious,-1,0.0
3888,"Agriculture, Animals and Outdoors",23.502304147465438,0,dare try wearing lumberjack flannel,dare try wearing flannel,26,0.57049613616063
11625,"Agriculture, Animals and Outdoors",23.502304147465438,2,lumberjack care either,care either,1,1.0
16240,"Agriculture, Animals and Outdoors",33.5299539170507,4,cowboy training camp expected,training camp expected,-1,0.0
16282,"Agriculture, Animals and Outdoors",33.27188940092166,4,tort law really ruined fantasy cowboy camp,tort law really ruined fantasy camp,-1,0.0
16692,"Agriculture, Animals and Outdoors",31.152073732718897,4,worry urban cowboys,worry urban cowboys,5,0.7109575229023718
16984,"Agriculture, Animals and Outdoors",30.064516129032263,4,mamas let cowboys grow babies,mamas let cowboys grow babies,19,1.0
17093,"Agriculture, Animals and Outdoors",29.714285714285715,4,cowboys indians thing starting feel childish,cowboys indians thing starting feel childish,5,0.4944298984448863
17241,"Agriculture, Animals and Outdoors",29.23502304147466,4,crappiest cowboy dream ever,crappiest dream ever,-1,0.0
17460,"Agriculture, Animals and Outdoors",28.534562211981566,4,suburban mommas let babies grow cowboys,suburban mommas let babies grow cowboys,19,1.0
17658,"Agriculture, Animals and Outdoors",28.018433179723502,4,said boys east side could grow cowboys,said boys east side could grow cowboys,19,0.4143757615468821
17686,"Agriculture, Animals and Outdoors",28.018433179723502,4,horses walked earth cowboys respected,horses walked earth cowboys respected,32,1.0
17750,"Agriculture, Animals and Outdoors",27.852534562211986,4,cowboys rock baby roll,cowboys rock baby roll,36,1.0
17811,"Agriculture, Animals and Outdoors",27.741935483870968,4,first cowboy movie fail,first movie fail,-1,0.0
17895,"Agriculture, Animals and Outdoors",27.336405529953918,4,four horsemen cowboy trips,four horsemen trips,8,1.0
17984,"Agriculture, Animals and Outdoors",27.262672811059907,4,summer school cowboy dropouts,summer school dropouts,-1,0.0
17988,"Agriculture, Animals and Outdoors",27.262672811059907,4,gaining us said frank new breed cowboy green 21st century,gaining us said frank new breed green 21st century,16,0.14754281650876067
18002,"Agriculture, Animals and Outdoors",27.262672811059907,4,know tex class fulfills inner cowboy way soulcycle never,know tex class fulfills inner way soulcycle never,35,0.3159300425307581
18205,"Agriculture, Animals and Outdoors",26.70967741935484,4,well cowboy rides one real horse,well rides one real horse,8,0.9830416384811935
18242,"Agriculture, Animals and Outdoors",26.543778801843317,4,outlaws posse boring want play cowboys indians,outlaws posse boring want play cowboys indians,5,0.5418574565218134
18380,"Agriculture, Animals and Outdoors",26.304147465437794,4,babies never actually grew cowboys,babies never actually grew cowboys,19,0.383637157011169
