caption,mean,precision,votes,not_funny,somewhat_funny,funny,cleaned_caption_v2,contest_id,tokens,occupations,topic
"...then I realized I wasn't that crazy about marching anyway, so--different schmifferent--I fired the drummer.",1.0,0.1178511301977579,9,9,0,0,then i realized i was not that crazy about marching anyway so different schmifferent i fired the drummer,0,"['then', 'i', 'realized', 'i', 'was', 'not', 'that', 'crazy', 'about', 'marching', 'anyway', 'so', 'different', 'schmifferent', 'i', 'fired', 'the', 'drummer']",{'drummer'},1
Pitchers and catchers report ...,1.0,0.1543033499620919,7,7,0,0,pitchers and catchers report,1,"['pitchers', 'and', 'catchers', 'report']","{'pitcher', 'catcher'}",0
Runners are in the next studio on your left.,1.2,0.2236067977499789,5,4,1,0,runners are in the next studio on your left,2,"['runners', 'are', 'in', 'the', 'next', 'studio', 'on', 'your', 'left']",{'runner'},0
We do tend to be flexible but not when it comes to runners.,1.0,0.2886751345948128,4,4,0,0,we do tend to be flexible but not when it comes to runners,2,"['we', 'do', 'tend', 'to', 'be', 'flexible', 'but', 'not', 'when', 'it', 'comes', 'to', 'runners']",{'runner'},0
"Sorry for asking sweetie, but I just can't tell the pitchers from catchers anymore.",1.0,0.1336306209562122,8,8,0,0,sorry for asking sweetie but i just can not tell the pitchers from catchers anymore,2,"['sorry', 'for', 'asking', 'sweetie', 'but', 'i', 'just', 'can', 'not', 'tell', 'the', 'pitchers', 'from', 'catchers', 'anymore']","{'pitcher', 'catcher'}",0
"In yoga we use mats -- not runners, neither floor nor designated.",1.0,0.2886751345948128,4,4,0,0,in yoga we use mats not runners neither floor nor designated,2,"['in', 'yoga', 'we', 'use', 'mats', 'not', 'runners', 'neither', 'floor', 'nor', 'designated']",{'runner'},0
I think you're more of a runner than a yogi.,1.0,0.2886751345948128,4,4,0,0,i think you are more of a runner than a yogi,2,"['i', 'think', 'you', 'are', 'more', 'of', 'a', 'runner', 'than', 'a', 'yogi']",{'runner'},0
I said I'm attracted to fit Asians; not Oriental runners.,1.0,0.2886751345948128,4,4,0,0,i said i am attracted to fit asians not oriental runners,2,"['i', 'said', 'i', 'am', 'attracted', 'to', 'fit', 'asians', 'not', 'oriental', 'runners']",{'runner'},0
"Runners Beyond Hope isn't a class per se, it's more of a gathering across the hall with a big mirror.",1.0,0.2886751345948128,4,4,0,0,runners beyond hope is not a class per se it is more of a gathering across the hall with a big mirror,2,"['runners', 'beyond', 'hope', 'is', 'not', 'a', 'class', 'per', 'se', 'it', 'is', 'more', 'of', 'a', 'gathering', 'across', 'the', 'hall', 'with', 'a', 'big', 'mirror']",{'runner'},0
"Gear may BE overrated, but really!--the lobby runner?",1.0,0.2886751345948128,4,4,0,0,gear may be overrated but really the lobby runner,2,"['gear', 'may', 'be', 'overrated', 'but', 'really', 'the', 'lobby', 'runner']",{'runner'},0
Of course the drummer is conservative.,1.0,0.408248290463863,3,3,0,0,of course the drummer is conservative,3,"['of', 'course', 'the', 'drummer', 'is', 'conservative']",{'drummer'},1
"They don't know it but I wax on their runners ,we will just hit the breaks and they will sail right by!",1.4482758620689655,0.1172993192097601,29,18,9,2,they do not know it but i wax on their runners we will just hit the breaks and they will sail right by,4,"['they', 'do', 'not', 'know', 'it', 'but', 'i', 'wax', 'on', 'their', 'runners', 'we', 'will', 'just', 'hit', 'the', 'breaks', 'and', 'they', 'will', 'sail', 'right', 'by']",{'runner'},0
I thought I told you to grease the runners before we hit that bank!,1.263157894736842,0.1037908733877125,19,14,5,0,i thought i told you to grease the runners before we hit that bank,4,"['i', 'thought', 'i', 'told', 'you', 'to', 'grease', 'the', 'runners', 'before', 'we', 'hit', 'that', 'bank']",{'runner'},0
I knew we should've waxed our runners more,1.1764705882352942,0.0953050102707037,17,14,3,0,i knew we should have waxed our runners more,4,"['i', 'knew', 'we', 'should', 'have', 'waxed', 'our', 'runners', 'more']",{'runner'},0
Wait till Dad finds out you've been greasing the runners with his hair cream again.,1.1176470588235294,0.0805474349272303,17,15,2,0,wait till dad finds out you have been greasing the runners with his hair cream again,4,"['wait', 'till', 'dad', 'finds', 'out', 'you', 'have', 'been', 'greasing', 'the', 'runners', 'with', 'his', 'hair', 'cream', 'again']",{'runner'},0
The sheriff's new model is quite the runner.,1.0625,0.0645497224367902,16,15,1,0,the sheriff s new model is quite the runner,4,"['the', 'sheriff', 's', 'new', 'model', 'is', 'quite', 'the', 'runner']",{'runner'},0
"Not to brag, but I was a runner up for a Darwin Award last year.",1.6666666666666667,0.2357022603955158,9,4,4,1,not to brag but i was a runner up for a darwin award last year,5,"['not', 'to', 'brag', 'but', 'i', 'was', 'a', 'runner', 'up', 'for', 'a', 'darwin', 'award', 'last', 'year']",{'runner'},0
"Wow, the cow-catcher does make a difference!",1.0,0.2886751345948128,4,4,0,0,wow the cow catcher does make a difference,5,"['wow', 'the', 'cow', 'catcher', 'does', 'make', 'a', 'difference']",{'catcher'},0
Who knew the Road Runner Diner would be so realistic?,1.4,0.3999999999999999,5,4,0,1,who knew the road runner diner would be so realistic,6,"['who', 'knew', 'the', 'road', 'runner', 'diner', 'would', 'be', 'so', 'realistic']",{'runner'},0
My life feels like a Road Runner cartoon.,1.25,0.2886751345948128,4,3,1,0,my life feels like a road runner cartoon,6,"['my', 'life', 'feels', 'like', 'a', 'road', 'runner', 'cartoon']",{'runner'},0
"I tell ya, I can feel it, Chuck. Today's the day I'm gonna catch that Road Runner.",1.25,0.2886751345948128,4,3,1,0,i tell ya i can feel it chuck today s the day i am going to catch that road runner,6,"['i', 'tell', 'ya', 'i', 'can', 'feel', 'it', 'chuck', 'today', 's', 'the', 'day', 'i', 'am', 'going', 'to', 'catch', 'that', 'road', 'runner']",{'runner'},0
Almost ran over an actual Road Runner with my car on a business trip to Arizona last week. Those things are fast.,1.0,0.408248290463863,3,3,0,0,almost ran over an actual road runner with my car on a business trip to arizona last week those things are fast,6,"['almost', 'ran', 'over', 'an', 'actual', 'road', 'runner', 'with', 'my', 'car', 'on', 'a', 'business', 'trip', 'to', 'arizona', 'last', 'week', 'those', 'things', 'are', 'fast']",{'runner'},0
It's the last of the Republican front runners.,1.3953488372093024,0.1006046772739316,43,30,9,4,it is the last of the republican front runners,8,"['it', 'is', 'the', 'last', 'of', 'the', 'republican', 'front', 'runners']",{'runner'},0
He was once a Republican front runner until Trump came along.,1.3529411764705883,0.1023986211504105,34,24,8,2,he was once a republican front runner until trump came along,8,"['he', 'was', 'once', 'a', 'republican', 'front', 'runner', 'until', 'trump', 'came', 'along']",{'runner'},0
Sand traps can be confusing for the non-golfer.,1.3243243243243243,0.1099689695111144,37,29,4,4,sand traps can be confusing for the non golfer,8,"['sand', 'traps', 'can', 'be', 'confusing', 'for', 'the', 'non', 'golfer']",{'golfer'},0
"If we want the it back, ask mom for a pitcher of margaritas.",1.173913043478261,0.1023860383161155,23,20,2,1,if we want the it back ask mom for a pitcher of margaritas,8,"['if', 'we', 'want', 'the', 'it', 'back', 'ask', 'mom', 'for', 'a', 'pitcher', 'of', 'margaritas']",{'pitcher'},0
he's the show runner for Survivor,1.0833333333333333,0.0833333333333333,24,23,0,1,he is the show runner for survivor,8,"['he', 'is', 'the', 'show', 'runner', 'for', 'survivor']",{'runner'},0
"Yeah, that's the guy, Neddy Merrill, the swimmer. I told him swimming home was a bad idea.",1.0555555555555556,0.0571661950475029,18,17,1,0,yeah that is the guy neddy merrill the swimmer i told him swimming home was a bad idea,8,"['yeah', 'that', 'is', 'the', 'guy', 'neddy', 'merrill', 'the', 'swimmer', 'i', 'told', 'him', 'swimming', 'home', 'was', 'a', 'bad', 'idea']",{'swimmer'},0
Those other ones are for mini golfers.,1.2857142857142858,0.0854428532299629,42,32,8,2,those other ones are for mini golfers,11,"['those', 'other', 'ones', 'are', 'for', 'mini', 'golfers']",{'golfer'},0
This was the consolation prize I received for being runner up at my last golf tournament.,1.1363636363636365,0.0748867700952649,22,19,3,0,this was the consolation prize i received for being runner up at my last golf tournament,11,"['this', 'was', 'the', 'consolation', 'prize', 'i', 'received', 'for', 'being', 'runner', 'up', 'at', 'my', 'last', 'golf', 'tournament']",{'runner'},0
"Big umbrella, bad golfer.",1.12,0.066332495807108,25,22,3,0,big umbrella bad golfer,11,"['big', 'umbrella', 'bad', 'golfer']",{'golfer'},0
"I call it the ""Katrina Catcher"".",1.0952380952380951,0.0952380952380952,21,20,0,1,i call it the katrina catcher,11,"['i', 'call', 'it', 'the', 'katrina', 'catcher']",{'catcher'},0
The twelfth one is their parties front runner for President.,1.146341463414634,0.0558850694506809,41,35,6,0,the twelfth one is their parties front runner for president,13,"['the', 'twelfth', 'one', 'is', 'their', 'parties', 'front', 'runner', 'for', 'president']","{'president', 'runner'}",0
"I'd heard the rumors about Russian athletes taking performance-enhancing substances, but I thought fencing would be clean.",1.09375,0.0523514603733821,32,29,3,0,i would heard the rumors about russian athletes taking performance enhancing substances but i thought fencing would be clean,14,"['i', 'would', 'heard', 'the', 'rumors', 'about', 'russian', 'athletes', 'taking', 'performance', 'enhancing', 'substances', 'but', 'i', 'thought', 'fencing', 'would', 'be', 'clean']",{'athlete'},0
"I know...I know... it looks ridiculous, but the only size left was Republican Front Runner.",1.2244897959183674,0.0669126380030816,49,39,9,1,i know i know it looks ridiculous but the only size left was republican front runner,15,"['i', 'know', 'i', 'know', 'it', 'looks', 'ridiculous', 'but', 'the', 'only', 'size', 'left', 'was', 'republican', 'front', 'runner']",{'runner'},0
"Hi! If you can use a pitcher with a 250 mph fastball, I'm your guy.",1.3220338983050848,0.0781158828596312,59,44,11,4,hi if you can use a pitcher with a 250 mph fastball i am your guy,16,"['hi', 'if', 'you', 'can', 'use', 'a', 'pitcher', 'with', 'a', '250', 'mph', 'fastball', 'i', 'am', 'your', 'guy']",{'pitcher'},0
I got hooked on Road Runner cartoons.,1.2962962962962965,0.0776562226070417,54,41,10,3,i got hooked on road runner cartoons,18,"['i', 'got', 'hooked', 'on', 'road', 'runner', 'cartoons']",{'runner'},0
...and that's when Bob became the first amateur drone catcher.,1.1025641025641026,0.0492161471762765,39,35,4,0,and that is when bob became the first amateur drone catcher,18,"['and', 'that', 'is', 'when', 'bob', 'became', 'the', 'first', 'amateur', 'drone', 'catcher']",{'catcher'},0
"The ropemaker went to the Bahamas because winter aggravates his gout, and the rat-catcher is passed out from the ale at the feast.",1.1224489795918366,0.0555786892461502,49,44,4,1,the ropemaker went to the bahamas because winter aggravates his gout and the rat catcher is passed out from the ale at the feast,19,"['the', 'ropemaker', 'went', 'to', 'the', 'bahamas', 'because', 'winter', 'aggravates', 'his', 'gout', 'and', 'the', 'rat', 'catcher', 'is', 'passed', 'out', 'from', 'the', 'ale', 'at', 'the', 'feast']",{'catcher'},0
The Prince will attend with four score drummers.,1.022222222222222,0.0224733287487747,45,44,1,0,the prince will attend with four score drummers,19,"['the', 'prince', 'will', 'attend', 'with', 'four', 'score', 'drummers']",{'drummer'},1
"I'm your Uber diver, Moby.",1.2045454545454546,0.0426654111411806,132,110,17,5,i am your uber diver moby,21,"['i', 'am', 'your', 'uber', 'diver', 'moby']",{'diver'},0
I'm just following the guidelines for athletes sailing in Rio 2016.,1.053763440860215,0.0280485428651927,93,89,3,1,i am just following the guidelines for athletes sailing in rio 2016,21,"['i', 'am', 'just', 'following', 'the', 'guidelines', 'for', 'athletes', 'sailing', 'in', 'rio', '2016']",{'athlete'},0
"No, Ma'am, I'm sorry, the bucket drummers don't come on until rush hour.",1.405940594059406,0.0647588333693775,101,69,23,9,no madam i am sorry the bucket drummers do not come on until rush hour,22,"['no', 'madam', 'i', 'am', 'sorry', 'the', 'bucket', 'drummers', 'do', 'not', 'come', 'on', 'until', 'rush', 'hour']",{'drummer'},1
Anything good from the cow catcher?,1.208955223880597,0.0500443649074902,67,53,14,0,anything good from the cow catcher,22,"['anything', 'good', 'from', 'the', 'cow', 'catcher']",{'catcher'},0
Today we have a cow catcher steak special.,1.196969696969697,0.0580157400461186,66,55,9,2,today we have a cow catcher steak special,22,"['today', 'we', 'have', 'a', 'cow', 'catcher', 'steak', 'special']",{'catcher'},0
May I suggest starting with ear plugs and a pitcher of our house moonshine?,1.1875,0.0539832057952888,64,53,10,1,may i suggest starting with ear plugs and a pitcher of our house moonshine,22,"['may', 'i', 'suggest', 'starting', 'with', 'ear', 'plugs', 'and', 'a', 'pitcher', 'of', 'our', 'house', 'moonshine']",{'pitcher'},0
"May I suggest the ""cow catcher surprise""?",1.0925925925925926,0.054615858928373,54,51,1,2,may i suggest the cow catcher surprise,22,"['may', 'i', 'suggest', 'the', 'cow', 'catcher', 'surprise']",{'catcher'},0
I'm not sure Brazil will believe we extradited the right swimmer...,1.3416666666666666,0.0585729372855721,120,90,19,11,i am not sure brazil will believe we extradited the right swimmer,23,"['i', 'am', 'not', 'sure', 'brazil', 'will', 'believe', 'we', 'extradited', 'the', 'right', 'swimmer']",{'swimmer'},0
No more Olympic swimmers!,1.1216216216216215,0.0469455903117995,74,67,5,2,no more olympic swimmers,23,"['no', 'more', 'olympic', 'swimmers']",{'swimmer'},0
No one likes a backseat diver.,1.3461538461538465,0.057598878792634,104,74,24,6,no one likes a backseat diver,24,"['no', 'one', 'likes', 'a', 'backseat', 'diver']",{'diver'},0
"Nobody likes a back seat diver, Frank",1.255813953488372,0.0622998497222199,86,70,10,6,nobody likes a back seat diver frank,24,"['nobody', 'likes', 'a', 'back', 'seat', 'diver', 'frank']",{'diver'},0
"Sperm whale donor, Honey. We know he's a good swimmer!",1.2528735632183907,0.0571495943170743,87,69,14,4,sperm whale donor honey we know he is a good swimmer,24,"['sperm', 'whale', 'donor', 'honey', 'we', 'know', 'he', 'is', 'a', 'good', 'swimmer']",{'swimmer'},0
"Steve, stop being a back seat diver!",1.2222222222222223,0.058267158231675,81,67,10,4,steve stop being a back seat diver,24,"['steve', 'stop', 'being', 'a', 'back', 'seat', 'diver']",{'diver'},0
Worst back seat diver ever.,1.2151898734177216,0.0560256991037279,79,65,11,3,worst back seat diver ever,24,"['worst', 'back', 'seat', 'diver', 'ever']",{'diver'},0
I warned you he's a back seat diver.,1.1866666666666668,0.0526533225197838,75,63,10,2,i warned you he is a back seat diver,24,"['i', 'warned', 'you', 'he', 'is', 'a', 'back', 'seat', 'diver']",{'diver'},0
"I know, back seat divers are so annoying.",1.178082191780822,0.0491265634505708,73,61,11,1,i know back seat divers are so annoying,24,"['i', 'know', 'back', 'seat', 'divers', 'are', 'so', 'annoying']",{'diver'},0
Not back seat diver...back seat driver!,1.1571428571428573,0.0483076505723,70,60,9,1,not back seat diver back seat driver,24,"['not', 'back', 'seat', 'diver', 'back', 'seat', 'driver']","{'diver', 'driver'}",0
Nothing worse than a backseat diver.,1.1571428571428573,0.0524185823803322,70,61,7,2,nothing worse than a backseat diver,24,"['nothing', 'worse', 'than', 'a', 'backseat', 'diver']",{'diver'},0
