caption,mean,precision,votes,not_funny,somewhat_funny,funny,cleaned_caption_v2,contest_id,tokens,occupations,topic
My chiropractor is on vacation.,1.4444444444444444,0.1205169210103645,18,10,8,0, chiropractor is on vacation,0,"['my', 'chiropractor', 'is', 'on', 'vacation']",{'chiropractor'},2
"My doctor said I need to get in 10,000 steps a day.",1.3125,0.1505199322349037,16,12,3,1, doctor said  need to get in 10 000 steps a day,0,"['my', 'doctor', 'said', 'i', 'need', 'to', 'get', 'in', '10', '000', 'steps', 'a', 'day']",{'doctor'},0
The chiropractor said this would help heal my mother's back.,1.25,0.1305582419667733,12,9,3,0,the chiropractor said this would help heal  mother s back,0,"['the', 'chiropractor', 'said', 'this', 'would', 'help', 'heal', 'my', 'mother', 's', 'back']",{'chiropractor'},2
"Doctor's orders, I'm resting my back.",1.2307692307692308,0.1216260638526299,13,10,3,0,doctor s orders  am resting  back,0,"['doctor', 's', 'orders', 'i', 'am', 'resting', 'my', 'back']",{'doctor'},-1
My doctor told me to relax between meetings,1.2142857142857142,0.1138039295450988,14,11,3,0, doctor told  to relax between meetings,0,"['my', 'doctor', 'told', 'me', 'to', 'relax', 'between', 'meetings']",{'doctor'},0
"My psychologist says I let everybody walk all over me, but really most people make the effort to jump over.",1.1666666666666667,0.1123666437438737,12,10,2,0, psychologist says  let everybody walk all over  but really most people make the effort to jump over,0,"['my', 'psychologist', 'says', 'i', 'let', 'everybody', 'walk', 'all', 'over', 'me', 'but', 'really', 'most', 'people', 'make', 'the', 'effort', 'to', 'jump', 'over']",{'psychologist'},-1
My chiropractor is booked for the week.,1.1666666666666667,0.1123666437438737,12,10,2,0, chiropractor is booked for the week,0,"['my', 'chiropractor', 'is', 'booked', 'for', 'the', 'week']",{'chiropractor'},2
'I'm thinking about changing therapists.',1.1666666666666667,0.1123666437438737,12,10,2,0, am thinking about changing therapists,0,"['i', 'am', 'thinking', 'about', 'changing', 'therapists']",{'therapist'},-1
Doctor's orders to rest when I get tired.,1.1,0.1054092553389459,10,9,1,0,doctor s orders to rest when  get tired,0,"['doctor', 's', 'orders', 'to', 'rest', 'when', 'i', 'get', 'tired']",{'doctor'},0
"Doctor, sometimes I have this dream.....",1.1,0.1054092553389459,10,9,1,0,doctor sometimes  have this dream,0,"['doctor', 'sometimes', 'i', 'have', 'this', 'dream']",{'doctor'},0
